Docente;Día;Hueco;Módulo;Grupo;Aula;Tipo
PMAT;1un;1;CEBU;IMP101.2;A01;LEC
RGRa;1un;1;FOLAB;IMP202.1;A10;LEC
MTSA;1un;1;COPE;IMP203.1;A11;LEC
AOJM;1un;1;COS2;TMV101.2;A12;LEC
RZAM;1un;1;COS1;TMV101.1A;A13;LEC
GSA;1un;1;PRTMV;TMV301.2;A30;LEC
PGCA;1un;1;SMEC;IMA302.1;A31;LEC
FPLU;1un;1;SSCON;TMV202.2;A34;LEC
GMMA;1un;1;SCAAR;TMV202.1;A35;LEC
BSVA;1un;1;PFQM;QUI201.1;A41;LEC
LARO;1un;1;EMLB;QUI201.2;A50;LEC
ABJa;1un;1;DIWEB;IFC303.2-D;AT.TFNO;LEC
CAE;1un;1;DMDV;IMP202.2;B01;LEC
LSMM;1un;1;COCA;IMP203.2;B03;LEC
PZRu;1un;1;OACVE;ADG201.1;B10;LEC
LFTE;1un;1;OAGTS;ADG201.2;B11;LEC
MBMS;1un;1;CIA1;IMP101.1;B12;LEC
GGJJ;1un;1;GRRHH;ADG301.2;B20;LEC
AFE;1un;1;COAC;ADG301.1;B21;LEC
JCSA;1un;1;MONTA;FME203.2;C000 m;LEC
DEAl;1un;1;TPIDA;ELE302.2;C100;LEC
PACRe;1un;1;STFM;ELE304.1;C101;LEC
GQJL;1un;1;IDOMO;ELE202.2;C102;LEC
GAPA;1un;1;INST;IMA302.2;C104;LEC
MRJR;1un;1;MMEE;IMA201.2;C106;LEC
BLLMa;1un;1;FOLAB;FME203.1;C107;LEC
FCBJ;1un;1;TEUM;IMA201.1;C110;LEC
MRMA;1un;1;FOLAB;ELE303.1;C200;LEC
GPA;1un;1;ETRAP;ELE203.1;C201;LEC
FMGE;1un;1;IRCOM;ELE203.2;C202;LEC
BDJL;1un;1;RETE;ELE304.2;C203;LEC
LLPAd;1un;1;CIELE;ELE302.1;C204;LEC
ISSM;1un;1;ELTEC;ELE202.1;C205;LEC
RFVM;1un;1;GBDAT;IFC301.1;C206;LEC
GBGU;1un;1;SRINT;IFC301.2;C207;LEC
HLOL;1un;1;SIINF;IFC303.1;C208;LEC
VACA;1un;1;FOLAB;IFC201.1;C209;LEC
LCAMa;1un;1;EIEMP;IFC303.2;C210;LEC
MDAn;1un;1;SORED;IFC201.2;C211;LEC
FPPA;1un;1;EMBSU;TMV201.2;CAR1;LEC
ESIS;1un;1;EFIJ;TMV201.1;CAR3;LEC
RRAN;1un;1;EFIJ;TMV201.1;CAR3;LEC
GMFJa;1un;1;ELVHB;TMV101.1B;ELV1;LEC
CFJA;1un;1;STFTR;TMV301.1;ELV4;LEC
GRD;1un;1;STFTR;TMV301.1;ELV4;LEC
MGOl;1un;1;;;;G
MAMo;1un;1;;;;G
DCAL;1un;1;;;;G
GRMAm;1un;1;;;;G
RBCR;1un;1;;;;ApUC
MSJM;1un;1;;;;RED
SGDR;1un;1;;;;FCT
SGSU;1un;1;;;;FCT
GSGE;1un;1;;;;NNTT
GIMM;1un;1;;;;TOR
PMAT;1un;2;CEBU;IMP101.2;A01;LEC
MTSA;1un;2;COEB;IMP202.1;A11;LEC
MBMS;1un;2;CIA2;TMV101.2;A12;LEC
RZAM;1un;2;COS1;TMV101.1A;A13;LEC
GSA;1un;2;TCREL;TMV301.2;A30;LEC
PGCA;1un;2;SMEC;IMA302.1;A31;LEC
BSVA;1un;2;PFQM;QUI201.1;A41;LEC
MAMo;1un;2;PFQM;QUI201.1;A41;LEC
LARO;1un;2;EMLB;QUI201.2;A50;LEC
CAE;1un;2;DMDV;IMP202.2;B01;LEC
MGOl;1un;2;PEYRE;IMP203.1;B02;LEC
LSMM;1un;2;COCA;IMP203.2;B03;LEC
PZRu;1un;2;EMPAD;ADG201.1;B10;LEC
LFTE;1un;2;OAGTS;ADG201.2;B11;LEC
AOJM;1un;2;COS1;IMP101.1;B12;LEC
GGJJ;1un;2;GRRHH;ADG301.2;B20;LEC
AFE;1un;2;COAC;ADG301.1;B21;LEC
JCSA;1un;2;MONTA;FME203.2;C000 m;LEC
DEAl;1un;2;TPIDA;ELE302.2;C100;LEC
PACRe;1un;2;STFM;ELE304.1;C101;LEC
GQJL;1un;2;IDOMO;ELE202.2;C102;LEC
GAPA;1un;2;INST;IMA302.2;C104;LEC
MRJR;1un;2;MMEE;IMA201.2;C106;LEC
SGCA;1un;2;IGRAF;FME203.1;C107;LEC
FCBJ;1un;2;TEUM;IMA201.1;C110;LEC
MRMA;1un;2;FOLAB;ELE303.1;C200;LEC
GPA;1un;2;ETRAP;ELE203.1;C201;LEC
FMGE;1un;2;ETRAP;ELE203.1;C201;LEC
GRMAm;1un;2;IMSON;ELE203.2;C202;LEC
BDJL;1un;2;RETE;ELE304.2;C203;LEC
LLPAd;1un;2;CIELE;ELE302.1;C204;LEC
ISSM;1un;2;ELTEC;ELE202.1;C205;LEC
RFVM;1un;2;GBDAT;IFC301.1;C206;LEC
GBGU;1un;2;SRINT;IFC301.2;C207;LEC
HLOL;1un;2;SIINF;IFC303.1;C208;LEC
VACA;1un;2;FOLAB;IFC201.1;C209;LEC
CAJC;1un;2;DAWEB;IFC303.2;C210;LEC
MDAn;1un;2;SORED;IFC201.2;C211;LEC
FPPA;1un;2;EMBSU;TMV201.2;CAR1;LEC
ESIS;1un;2;EFIJ;TMV201.1;CAR3;LEC
RRAN;1un;2;EFIJ;TMV201.1;CAR3;LEC
GMFJa;1un;2;ELVHB;TMV101.1B;ELV1;LEC
ABJL;1un;2;CEAXV;TMV202.2;ELV3;LEC
CFJA;1un;2;STFTR;TMV301.1;ELV4;LEC
GRD;1un;2;STFTR;TMV301.1;ELV4;LEC
FPLU;1un;2;MOTOR;TMV202.1;ELV5;LEC
RMJC;1un;2;MOTOR;TMV202.1;ELV5;LEC
RPFJ;1un;2;;;;G
GMMA;1un;2;;;;G
SPMA;1un;2;;;;G
ABJa;1un;2;;;;G
MMBE;1un;2;;;;G
PBA;1un;2;;;;G
ARAN;1un;2;;;;RED
RBCR;1un;2;;;;UCOORD
TRJ;1un;2;;;;RED
ZCJC;1un;2;;;;P.P.
RCCM;1un;2;;;;RED
FMCa;1un;2;;;;P.P.
DCAL;1un;2;;;;FCT
MCCA;1un;2;;;;FCT
GAAN;1un;2;;;;JD
LCAMa;1un;2;;;;AAPM
JRIS;1un;2;;;;RED
RZSU;1un;2;;;;P.P.
MSJM;1un;2;;;;P.P.
SGDR;1un;2;;;;FCT
BLLMa;1un;2;;;;CHL
SGSU;1un;2;;;;FCT
GSGE;1un;2;;;;NNTT
GIMM;1un;2;;;;TOR
LLAC;1un;2;;;;P.P.
ISYO;1un;2;;;;P.P.
RGRa;1un;2;;;;AAPM
PMAT;1un;3;CEBU;IMP101.2;A01;LEC
GCCR;1un;3;FOLAB;ELE203.1;A10;LEC
CAMP;1un;3;ICHS;IMP202.1;A11;LEC
LLAC;1un;3;TUTA2;TMV101.2;A12;LEC
TRJ;1un;3;CIA1;TMV101.1A;A13;LEC
MBMS;1un;3;CIA1;TMV101.1A;A13;LEC
RGRa;1un;3;FOLAB;ELE304.1;A30;LEC
VBMG;1un;3;FOLAB;IMA302.1;A31;LEC
ARAN;1un;3;TRSUP;TMV301.2;A34;LEC
MTSA;1un;3;PCNA;IMP202.2;A35;LEC
LARO;1un;3;TBMB;QUI201.2;A40;LEC
BSVA;1un;3;PFQM;QUI201.1;A41;LEC
MGOl;1un;3;PEYRE;IMP203.1;B02;LEC
LSMM;1un;3;COCA;IMP203.2;B03;LEC
VACA;1un;3;FOLAB;ADG201.1;B10;LEC
PZRu;1un;3;EMPAU;ADG201.2;B11;LEC
AOJM;1un;3;COS1;IMP101.1;B12;LEC
AFE;1un;3;GLYC;ADG301.2;B20;LEC
GGJJ;1un;3;RHRSC;ADG301.1;B21;LEC
JCSA;1un;3;MONTA;FME203.2;C000 m;LEC
DEAl;1un;3;TPIDA;ELE302.2;C100;LEC
GMDa;1un;3;ELTRO;ELE202.1;C101;LEC
GQJL;1un;3;IDOMO;ELE202.2;C102;LEC
GAPA;1un;3;INST;IMA302.2;C104;LEC
MRJR;1un;3;MMEE;IMA201.2;C106;LEC
SGCA;1un;3;IGRAF;FME203.1;C107;LEC
MSJM;1un;3;TEFA;IMA201.1;C110;LEC
FCBJ;1un;3;TEFA;IMA201.1;C110;LEC
BDJL;1un;3;SIRA;ELE304.2;C201;LEC
GRMAm;1un;3;IMSON;ELE203.2;C202;LEC
CSD;1un;3;DTIEL;ELE302.1;C204;LEC
MMBE;1un;3;SMRG;ELE303.1;C205;LEC
FMCa;1un;3;PARDS;IFC301.1;C206;LEC
HLOL;1un;3;ASOPE;IFC301.2;C207;LEC
RFVM;1un;3;BDATO;IFC303.1;C208;LEC
ABJa;1un;3;SOPMO;IFC201.1;C209;LEC
CAJC;1un;3;DAWEB;IFC303.2;C210;LEC
GBGU;1un;3;SERED;IFC201.2;C211;LEC
FPPA;1un;3;EMBSU;TMV201.2;CAR1;LEC
ESIS;1un;3;EFIJ;TMV201.1;CAR3;LEC
RRAN;1un;3;EFIJ;TMV201.1;CAR3;LEC
GMFJa;1un;3;ELVHB;TMV101.1B;ELV1;LEC
ABJL;1un;3;CEAXV;TMV202.2;ELV3;LEC
CFJA;1un;3;STFTR;TMV301.1;ELV4;LEC
GRD;1un;3;STFTR;TMV301.1;ELV4;LEC
FPLU;1un;3;MOTOR;TMV202.1;ELV5;LEC
RMJC;1un;3;MOTOR;TMV202.1;ELV5;LEC
RZAM;1un;3;;;;G
LLPAd;1un;3;;;;G
LFTE;1un;3;;;;G
SPMA;1un;3;;;;G
PACRe;1un;3;;;;G
RBCR;1un;3;;;;P.P.
ZCJC;1un;3;;;;P.P.
LALU;1un;3;;;;FCT
RCCM;1un;3;;;;P.P.
MDAn;1un;3;;;;FCT
MAMo;1un;3;;;;AAPM
DCAL;1un;3;;;;FCT
MCCA;1un;3;;;;FCT
GAAN;1un;3;;;;P.P.
HRMA;1un;3;;;;RED
NRMP;1un;3;;;;RED
RPFJ;1un;3;;;;P.P.
CAE;1un;3;;;;P.P.
SBAL;1un;3;;;;RED
MRMA;1un;3;;;;AAPM
CGCR;1un;3;;;;RED
LBAD;1un;3;;;;RED
GPA;1un;3;;;;AAPM
GSJL;1un;3;;;;AAPM
AMLM;1un;3;;;;FCT
PGCA;1un;3;;;;JD
JRIS;1un;3;;;;P.P.
RZSU;1un;3;;;;P.P.
SGDR;1un;3;;;;FCT
BLLMa;1un;3;;;;CHL
GSA;1un;3;;;;P.P.
IGJL;1un;3;;;;RED
SGSU;1un;3;;;;FCT
GSGE;1un;3;;;;AAPM
PBA;1un;3;;;;P.P.
AAIg;1un;3;;;;AAPM
GIMM;1un;3;;;;TOR
ISYO;1un;3;;;;P.P.
LCAMa;1un;3;;;;J E A
ISSM;1un;3;;;;UCOORD
CAE;1un;4;MAQUI;IMP202.1;A02;LEC
VBMG;1un;4;EIEMP;TMV201.2;A10;LEC
BLLMa;1un;4;EIEMP;FME203.2;A11;LEC
AOJM;1un;4;COS1;TMV101.1B;A13;LEC
TRJ;1un;4;CIA2;IMP101.2;A21;LEC
RGRa;1un;4;FOLAB;ELE304.1;A30;LEC
NRMP;1un;4;EIEMP;IMA201.2;A31;LEC
GMMA;1un;4;GLMVH;TMV301.2;A35;LEC
LARO;1un;4;TBMB;QUI201.2;A40;LEC
MAMo;1un;4;QUAP;QUI201.1;A41;LEC
RZSU;1un;4;ACES;IMP202.2;B01;LEC
MGOl;1un;4;PEYRE;IMP203.1;B02;LEC
LSMM;1un;4;COCA;IMP203.2;B03;LEC
VACA;1un;4;FOLAB;ADG201.1;B10;LEC
PZRu;1un;4;EMPAU;ADG201.2;B11;LEC
CGCR;1un;4;PEPB;IMP101.1;B12;LEC
GAAN;1un;4;SIEM;ADG301.2;B20;LEC
LFTE;1un;4;GDJE;ADG301.1;B21;LEC
RCCM;1un;4;MQELE;ELE202.2;C100;LEC
GMDa;1un;4;IRDST;ELE203.1;C101;LEC
IGJL;1un;4;CIDAU;ELE302.1;C102;LEC
RPFJ;1un;4;IEINT;ELE202.1;C103;LEC
GAPA;1un;4;CSME;IMA302.2;C104;LEC
DEAl;1un;4;SEEFM;IMA302.1;C106;LEC
SGCA;1un;4;IGRAF;FME203.1;C107;LEC
MSJM;1un;4;TEFA;IMA201.1;C110;LEC
PGCA;1un;4;TEFA;IMA201.1;C110;LEC
BDJL;1un;4;SIRA;ELE304.2;C201;LEC
GRMAm;1un;4;IMSON;ELE203.2;C202;LEC
CSD;1un;4;DRECT;ELE302.2;C204;LEC
MMBE;1un;4;SMRG;ELE303.1;C205;LEC
LLPAd;1un;4;SMRG;ELE303.1;C205;LEC
GSJL;1un;4;IMSOP;IFC301.1;C206;LEC
HLOL;1un;4;ASOPE;IFC301.2;C207;LEC
RFVM;1un;4;BDATO;IFC303.1;C208;LEC
ABJa;1un;4;SOPMO;IFC201.1;C209;LEC
CAJC;1un;4;DAWEB;IFC303.2;C210;LEC
GBGU;1un;4;SERED;IFC201.2;C211;LEC
LBAD;1un;4;PRSB;TMV101.2;CAR1B;LEC
RRAN;1un;4;EMSIN;TMV201.1;CAR3;LEC
SBAL;1un;4;EMSIN;TMV201.1;CAR3;LEC
AAIg;1un;4;MEVEB;TMV101.1A;ELV1;LEC
GSA;1un;4;SESGC;TMV301.1;ELV3;LEC
ESIS;1un;4;CFSDI;TMV202.1;ELV4;LEC
CFJA;1un;4;CFSDI;TMV202.1;ELV4;LEC
RMJC;1un;4;SAXMO;TMV202.2;ELV5;LEC
MBMS;1un;4;;;;G
FMCa;1un;4;;;;G
RZAM;1un;4;;;;G
CAMP;1un;4;;;;G
JRIS;1un;4;;;;G
PBA;1un;4;;;;G
ARAN;1un;4;;;;ApJE
RBCR;1un;4;;;;AAPM
FCBJ;1un;4;;;;P.P.
LALU;1un;4;;;;FCT
ABJL;1un;4;;;;AAPM
MDAn;1un;4;;;;FCT
FPPA;1un;4;;;;FCT
DCAL;1un;4;;;;FCT
MCCA;1un;4;;;;FCT
GGJJ;1un;4;;;;AAPM
HRMA;1un;4;;;;FCT
LCAMa;1un;4;;;;RED
GQJL;1un;4;;;;AAPM
MRJR;1un;4;;;;AAPM
FPLU;1un;4;;;;P.P.
MRMA;1un;4;;;;P.P.
SPMA;1un;4;;;;P.P.
GCCR;1un;4;;;;UCOORD
JCSA;1un;4;;;;AAPM
GPA;1un;4;;;;P.P.
MTSA;1un;4;;;;FCT
AMLM;1un;4;;;;FCT
PACRe;1un;4;;;;AAPM
SGDR;1un;4;;;;RED
FMGE;1un;4;;;;FCT
GSGE;1un;4;;;;P.P.
PMAT;1un;4;;;;AAPM
AFE;1un;4;;;;P.P.
GMFJa;1un;4;;;;FCT
GRD;1un;4;;;;TUT
GIMM;1un;4;;;;CRT
LLAC;1un;4;;;;AAPM
ISYO;1un;4;;;;FCT
ISSM;1un;4;;;;J E A
CAE;1un;5;MAQUI;IMP202.1;A02;LEC
ABJL;1un;5;ESTVH;TMV301.2;A12;LEC
TRJ;1un;5;CIA1;TMV101.1B;A13;LEC
RZAM;1un;5;COS2;IMP101.2;A21;LEC
PGCA;1un;5;MMME;IMA201.2;A31;LEC
MAMo;1un;5;QUAP;QUI201.1;A41;LEC
RBCR;1un;5;SALB;QUI201.2;A50;LEC
ABJa;1un;5;SIINF;IFC303.1-D;AT.TFNO2;LEC
RZSU;1un;5;ACES;IMP202.2;B01;LEC
JRIS;1un;5;CFPC;IMP203.1;B02;LEC
CGCR;1un;5;LCFB;IMP101.1;B03;LEC
AFE;1un;5;TIINF;ADG201.1;B10;LEC
GAAN;1un;5;TDCTB;ADG201.2;B11;LEC
CAMP;1un;5;ANCA;IMP203.2;B12;LEC
LFTE;1un;5;GEFI;ADG301.2;B20;LEC
LALU;1un;5;OPIN;ADG301.1;B21;LEC
PBA;1un;5;SANAT;FME203.1;C000 b;LEC
RCCM;1un;5;MQELE;ELE202.2;C100;LEC
GMDa;1un;5;IRDST;ELE203.1;C101;LEC
IGJL;1un;5;CIDAU;ELE302.1;C102;LEC
RPFJ;1un;5;IEINT;ELE202.1;C103;LEC
GAPA;1un;5;CSME;IMA302.2;C104;LEC
SGCA;1un;5;MEENS;FME203.2;C107;LEC
MSJM;1un;5;TEFA;IMA201.1;C110;LEC
GRMAm;1un;5;CCTSE;ELE203.2;C201;LEC
MCCA;1un;5;SPAU;ELE304.2;C202;LEC
GPA;1un;5;CIST;ELE304.1;C203;LEC
CSD;1un;5;DRECT;ELE302.2;C204;LEC
DEAl;1un;5;SPOT;ELE303.1;C205;LEC
GSJL;1un;5;IMSOP;IFC301.1;C206;LEC
NRMP;1un;5;EIEMP;IFC301.2;C207;LEC
MRMA;1un;5;FOLAB;IFC303.1;C208;LEC
FMCa;1un;5;RLOCA;IFC201.1;C209;LEC
ISYO;1un;5;DWESE;IFC303.2;C210;LEC
SPMA;1un;5;SEGIN;IFC201.2;C211;LEC
FCBJ;1un;5;SHNE;IMA302.1;C213;LEC
LLAC;1un;5;PRSUP;TMV201.2;CAR1;LEC
LBAD;1un;5;PRSB;TMV101.2;CAR1B;LEC
RRAN;1un;5;EMSIN;TMV201.1;CAR3;LEC
SBAL;1un;5;EMSIN;TMV201.1;CAR3;LEC
AAIg;1un;5;MEVEB;TMV101.1A;ELV1;LEC
GSA;1un;5;SESGC;TMV301.1;ELV3;LEC
ESIS;1un;5;CFSDI;TMV202.1;ELV4;LEC
CFJA;1un;5;CFSDI;TMV202.1;ELV4;LEC
RMJC;1un;5;SAXMO;TMV202.2;ELV5;LEC
MRJR;1un;5;;;;G
HLOL;1un;5;;;;G
FPLU;1un;5;;;;G
CAJC;1un;5;;;;G
PMAT;1un;5;;;;G
ARAN;1un;5;;;;ApJE
AOJM;1un;5;;;;RED
VACA;1un;5;;;;UCOORD
MDAn;1un;5;;;;FCT
FPPA;1un;5;;;;FCT
MGOl;1un;5;;;;RED
GBGU;1un;5;;;;AAPM
DCAL;1un;5;;;;FCT
GGJJ;1un;5;;;;CHL
HRMA;1un;5;;;;FCT
GQJL;1un;5;;;;P.P.
LLPAd;1un;5;;;;AAPM
GMMA;1un;5;;;;RED
GCCR;1un;5;;;;UCOORD
LSMM;1un;5;;;;FCT
MTSA;1un;5;;;;P.P.
AMLM;1un;5;;;;FCT
BDJL;1un;5;;;;P.P.
PACRe;1un;5;;;;P.P.
FMGE;1un;5;;;;FCT
GSGE;1un;5;;;;P.P.
RFVM;1un;5;;;;RED
LARO;1un;5;;;;AAPM
MMBE;1un;5;;;;AAPM
GIMM;1un;5;;;;TOR
ISSM;1un;5;;;;ApJE
VBMG;1un;5;;;;AAPM
RGRa;1un;5;;;;CHL
CAE;1un;6;MAQUI;IMP202.1;A02;LEC
CAMP;1un;6;MVIP;IMP203.2;A11;LEC
ABJL;1un;6;ESTVH;TMV301.2;A12;LEC
TRJ;1un;6;CIA1;TMV101.1B;A13;LEC
RZAM;1un;6;COS2;IMP101.2;A21;LEC
PGCA;1un;6;MMME;IMA201.2;A31;LEC
GMMA;1un;6;MTSAX;TMV301.1;A35;LEC
VACA;1un;6;EIEMP;QUI201.2;A40;LEC
VBMG;1un;6;FOLAB;QUI201.1;A41;LEC
ABJa;1un;6;DEDI;IFC302.2-D;AT.TFNO;LEC
RZSU;1un;6;ACES;IMP202.2;B01;LEC
JRIS;1un;6;CFPC;IMP203.1;B02;LEC
CGCR;1un;6;LCFB;IMP101.1;B03;LEC
AFE;1un;6;TIINF;ADG201.1;B10;LEC
GAAN;1un;6;TDCTB;ADG201.2;B11;LEC
LFTE;1un;6;GEFI;ADG301.2;B20;LEC
LALU;1un;6;OPIN;ADG301.1;B21;LEC
PBA;1un;6;SANAT;FME203.1;C000 b;LEC
RCCM;1un;6;MQELE;ELE202.2;C100;LEC
GMDa;1un;6;IRDST;ELE203.1;C101;LEC
IGJL;1un;6;CIDAU;ELE302.1;C102;LEC
RPFJ;1un;6;IEINT;ELE202.1;C103;LEC
GAPA;1un;6;CSME;IMA302.2;C104;LEC
SGCA;1un;6;MEENS;FME203.2;C107;LEC
MSJM;1un;6;TEFA;IMA201.1;C110;LEC
GRMAm;1un;6;CCTSE;ELE203.2;C201;LEC
MCCA;1un;6;SPAU;ELE304.2;C202;LEC
GPA;1un;6;CIST;ELE304.1;C203;LEC
FRRa;1un;6;GMMIE;ELE302.2;C204;LEC
DEAl;1un;6;SPOT;ELE303.1;C205;LEC
GCCR;1un;6;FOLAB;IFC301.1;C206;LEC
NRMP;1un;6;EIEMP;IFC301.2;C207;LEC
MRMA;1un;6;FOLAB;IFC303.1;C208;LEC
FMCa;1un;6;RLOCA;IFC201.1;C209;LEC
ISYO;1un;6;DWESE;IFC303.2;C210;LEC
SPMA;1un;6;SEGIN;IFC201.2;C211;LEC
FCBJ;1un;6;SHNE;IMA302.1;C213;LEC
LLAC;1un;6;PRSUP;TMV201.2;CAR1;LEC
LBAD;1un;6;PRSB;TMV101.2;CAR1B;LEC
RRAN;1un;6;EMSIN;TMV201.1;CAR3;LEC
SBAL;1un;6;EMSIN;TMV201.1;CAR3;LEC
AAIg;1un;6;MEVEB;TMV101.1A;ELV1;LEC
ESIS;1un;6;CFSDI;TMV202.1;ELV4;LEC
CFJA;1un;6;CFSDI;TMV202.1;ELV4;LEC
RMJC;1un;6;SAXMO;TMV202.2;ELV5;LEC
ARAN;1un;6;;;;G
MDAn;1un;6;;;;G
MAMo;1un;6;;;;G
PACRe;1un;6;;;;G
RBCR;1un;6;;;;RED
HRMA;1un;6;;;;FCT
HLOL;1un;6;;;;RED
MTSA;1un;6;;;;RED
CAJC;1un;6;;;;RED
FMGE;1un;6;;;;FCT
CSD;1un;6;;;;RED
LARO;1un;6;;;;P.P.
MMBE;1un;6;;;;RED
GIMM;1un;6;;;;TOR
ISSM;1un;6;;;;RED
MMGE;1un;8;EIEMP;ELE303.2V;a10 v;LEC
BMAIs;1un;8;LEUPR;QUI301.1V;a11v;LEC
GMJO;1un;8;IGRAF;FME202.1V;a30v;LEC
FOMB;1un;8;CASLB;QUI301.2V;a40v;LEC
ALAN;1un;8;PUMCM;FME301.2V;c000 b v;LEC
DGFA;1un;8;INST;IMA302.2V;c104 v;LEC
CAL;1un;8;PSAFM;FME301.1V;c105 v;LEC
PGM;1un;8;PRFB;IMA302.1V;c110 v;LEC
GRMA;1un;8;EIEMP;ELE302.2 V;c203 v;LEC
FRRa;1un;8;INFIN;ELE303.1V;c204 v;LEC
GSJL;1un;8;IMSOP;IFC301.1V;c206 v;LEC
ARMT;1un;8;IAWEB;IFC301.2V;c207 v;LEC
TCJM;1un;8;LMSGI;IFC302.1V;c208 v;LEC
AVMY;1un;8;LMSGI;IFC303.1-D;C209;LEC
HFP;1un;8;PMDM;IFC302.2V;c210v;LEC
BPJD;1un;8;PUPRSE;IFC401;c211v;LEC
GGSE;1un;8;MCNUM;FME202.2V;c213 v;LEC
PAMCo;1un;8;PROGR;IFC302.1-D;;LEC
THAC;1un;8;;;;G
CMIS;1un;8;;;;FCT
DFME;1un;8;;;;FCT
AAA;1un;8;;;;LEC
RMDI;1un;8;;;;RED
AMMB;1un;8;;;;P.P.
MMD;1un;8;;;;RED
FAMJ;1un;8;;;;FCT
DPAV;1un;8;;;;FCT
BBNO;1un;8;;;;AAPM
LLLM;1un;8;;;;P.P.
MMGE;1un;9;EIEMP;ELE303.2V;a10 v;LEC
GMJO;1un;9;IGRAF;FME202.1V;a30v;LEC
FOMB;1un;9;CASLB;QUI301.2V;a40v;LEC
THAC;1un;9;ANQUI;QUI301.1V;a41v;LEC
BPJD;1un;9;SIGE;IFC302.2-D;AT.TFNO2;LEC
ALAN;1un;9;PUMCM;FME301.2V;c000 b v;LEC
DGFA;1un;9;INST;IMA302.2V;c104 v;LEC
CAL;1un;9;PSAFM;FME301.1V;c105 v;LEC
PGM;1un;9;PRFB;IMA302.1V;c110 v;LEC
GRMA;1un;9;EIEMP;ELE302.2 V;c203 v;LEC
FRRa;1un;9;INFIN;ELE303.1V;c204 v;LEC
LLLM;1un;9;PARDS;IFC301.1V;c206 v;LEC
ARMT;1un;9;IAWEB;IFC301.2V;c207 v;LEC
TCJM;1un;9;LMSGI;IFC302.1V;c208 v;LEC
AVMY;1un;9;LMSGI;IFC303.1-D;C209;LEC
HFP;1un;9;PMDM;IFC302.2V;c210v;LEC
BBNO;1un;9;INCSG;IFC401;c211v;LEC
GGSE;1un;9;MCNUM;FME202.2V;c213 v;LEC
PAMCo;1un;9;PROGR;IFC302.1-D;;LEC
AAA;1un;9;;;;G
MCRP;1un;9;;;;G
BMAIs;1un;9;;;;G
CMIS;1un;9;;;;FCT
MGI;1un;9;;;;RED
DFME;1un;9;;;;FCT
GSJL;1un;9;;;;TUT
RMDI;1un;9;;;;RED
AMLM;1un;9;;;;P.P.
AMMB;1un;9;;;;UCOORD
MMD;1un;9;;;;P.P.
FAMJ;1un;9;;;;FCT
DPAV;1un;9;;;;FCT
MAJM;1un;9;;;;CHL
GLLN;1un;9;;;;RED
BMAIs;1un;10;LEUPR;FME301.1V;a11v;LEC
GMJO;1un;10;IGRAF;FME202.1V;a30v;LEC
GRMA;1un;10;EIEMP;QUI301.2V;a31v;LEC
THAC;1un;10;ANQUI;QUI301.1V;a41v;LEC
AMMB;1un;10;LEUPR;IFC303.1-D;B10;LEC
ALAN;1un;10;PUMCM;FME301.2V;c000 b v;LEC
MAJM;1un;10;SSPR;ELE303.1V;c102 v;LEC
DGFA;1un;10;INST;IMA302.2V;c104 v;LEC
DPAV;1un;10;SEEFM;IMA302.1V;c105 v;LEC
AAA;1un;10;DRECT;ELE302.2 V;c203 v;LEC
MMD;1un;10;COIND;ELE303.2V;c204 v;LEC
LLLM;1un;10;PARDS;IFC301.1V;c206 v;LEC
ARMT;1un;10;IAWEB;IFC301.2V;c207 v;LEC
PGEl;1un;10;FOLAB;IFC302.1V;c208 v;LEC
HFP;1un;10;PRSP;IFC302.2V;c210v;LEC
BBNO;1un;10;INCSG;IFC401;c211v;LEC
GGSE;1un;10;MCNUM;FME202.2V;c213 v;LEC
PAMCo;1un;10;PROGR;IFC302.1-D;;LEC
TCJM;1un;10;;;;G
AVMY;1un;10;;;;G
PGM;1un;10;;;;G
GLLN;1un;10;;;;G
BPJD;1un;10;;;;NNTT
CMIS;1un;10;;;;FCT
ZCJC;1un;10;;;;RED
FRRa;1un;10;;;;AAPM
MGI;1un;10;;;;AAPM
DFME;1un;10;;;;FCT
FOMB;1un;10;;;;FCT
RMDI;1un;10;;;;AAPM
MCRP;1un;10;;;;LEC
AMLM;1un;10;;;;P.P.
CAL;1un;10;;;;RED
FAMJ;1un;10;;;;FCT
MMGE;1un;10;;;;AAPM
PGEl;1un;11;EIEMP;IMA302.2V;a10 v;LEC
MGI;1un;11;ENFIS;QUI301.2V;a40v;LEC
THAC;1un;11;ANQUI;QUI301.1V;a41v;LEC
AMMB;1un;11;LEUPR;IFC302.1-D;B10;LEC
MCRP;1un;11;IDSC;ELE402;c101 v;LEC
MAJM;1un;11;SSPR;ELE303.1V;c102 v;LEC
CAL;1un;11;SAUTO;FME202.1V;c104 v;LEC
DPAV;1un;11;SEEFM;IMA302.1V;c105 v;LEC
GMJO;1un;11;DPCME;FME301.1V;c107 v;LEC
PGM;1un;11;FABRA;FME202.2V;c110 v;LEC
AAA;1un;11;DRECT;ELE302.2 V;c203 v;LEC
MMD;1un;11;COIND;ELE303.2V;c204 v;LEC
TCJM;1un;11;LMSGI;IFC301.1V;c206 v;LEC
BBNO;1un;11;ASGBD;IFC301.2V;c207 v;LEC
ARMT;1un;11;PROGR;IFC302.1V;c208 v;LEC
ZCJC;1un;11;DWECL;IFC303.2-D;C209;LEC
RMDI;1un;11;AAD;IFC302.2V;c210v;LEC
